Time,HOT WATER LOOP:SPACE1-1 ZONE COIL:Design Water Volume Flow Rate [m3/s],HOT WATER LOOP:SPACE2-1 ZONE COIL:Design Water Volume Flow Rate [m3/s],HOT WATER LOOP:SPACE3-1 ZONE COIL:Design Water Volume Flow Rate [m3/s],HOT WATER LOOP:SPACE4-1 ZONE COIL:Design Water Volume Flow Rate [m3/s],HOT WATER LOOP:SPACE5-1 ZONE COIL:Design Water Volume Flow Rate [m3/s],HOT WATER LOOP:OA HEATING COIL 1:Design Water Volume Flow Rate [m3/s],HOT WATER LOOP:MAIN HEATING COIL 1:Design Water Volume Flow Rate [m3/s]
15:45:00,1.338565E-03,1.368743E-03
16:00:00,1.342276E-03,1.372538E-03
16:15:00,1.334820E-03,1.364914E-03
16:30:00,1.324536E-03,1.354398E-03
16:45:00,1.310554E-03,1.340101E-03
17:00:00,1.292726E-03,1.321871E-03
17:15:00,1.288960E-03,1.318020E-03
17:30:00,1.281112E-03,1.309994E-03
17:45:00,1.269065E-03,1.297676E-03
18:00:00,1.251957E-03,1.280182E-03
18:15:00,1.173635E-03,1.200095E-03
18:30:00,1.086961E-03,1.111467E-03
18:45:00,9.904259E-04,1.012755E-03
19:00:00,8.837229E-04,9.036465E-04
19:15:00,7.894970E-04,8.072963E-04
19:30:00,6.966431E-04,7.123489E-04
19:45:00,6.099672E-04,6.237189E-04
20:00:00,5.322910E-04,5.442915E-04
20:15:00,4.738006E-04,4.844824E-04
20:30:00,4.194770E-04,4.289342E-04
20:45:00,3.729889E-04,3.813979E-04
21:00:00,3.380357E-04,3.456567E-04
21:15:00,3.204787E-04,3.277038E-04
21:30:00,3.049864E-04,3.118624E-04
21:45:00,2.915599E-04,2.981331E-04
22:00:00,2.796262E-04,2.859304E-04
22:15:00,2.690232E-04,2.750883E-04
22:30:00,2.608468E-04,2.667276E-04
22:45:00,2.568821E-04,2.626735E-04
23:00:00,2.550097E-04,2.607589E-04
23:15:00,2.533222E-04,2.590333E-04
23:30:00,2.530519E-04,2.587570E-04
23:45:00,2.530519E-04,2.587570E-04
24:00:00,2.530519E-04,2.587570E-04

